"nameLast","nameFirst","playerID","Age","year","reliability","mPA","mAB","mR","mH","m2B","m3B","mHR","mRBI","mSB","mCS","mBB","mSO","mIBB","mHBP","mSH","mSF","mGIDP"
"Clayton","Royce","claytro01",34,2004,0.83,509.00,456.00,57.00,111.00,19.00,2.00,10.00,48.00,6.00,3.00,38.00,84.00,5.00,4.00,6.00,5.00,17.00
"Colangelo","Mike","colanmi01",28,2004,0.25,203.00,182.00,24.00,47.00,9.00,2.00,5.00,21.00,2.00,1.00,17.00,36.00,1.00,2.00,1.00,1.00,4.00
"Colbrunn","Greg","colbrgr01",35,2004,0.53,250.00,227.00,33.00,65.00,14.00,2.00,10.00,33.00,2.00,1.00,19.00,38.00,1.00,2.00,1.00,1.00,7.00
"Coleman","Michael","colemmi01",29,2004,0.09,200.00,179.00,25.00,47.00,9.00,1.00,6.00,25.00,3.00,2.00,16.00,35.00,1.00,2.00,1.00,2.00,4.00
"Collier","Lou","collilo01",31,2004,0.30,202.00,177.00,26.00,46.00,10.00,1.00,5.00,22.00,3.00,2.00,19.00,34.00,1.00,2.00,2.00,2.00,3.00
"Conine","Jeff","coninje01",38,2004,0.85,572.00,514.00,68.00,142.00,28.00,3.00,16.00,79.00,7.00,2.00,44.00,73.00,5.00,4.00,1.00,9.00,13.00
"Conti","Jason","contija01",29,2004,0.51,250.00,225.00,28.00,59.00,13.00,1.00,6.00,27.00,3.00,2.00,19.00,51.00,1.00,2.00,3.00,1.00,5.00
"Coolbaugh","Mike","coolbmi01",32,2004,0.19,201.00,181.00,24.00,45.00,10.00,1.00,5.00,22.00,2.00,1.00,16.00,34.00,1.00,2.00,1.00,1.00,5.00
"Coomer","Ron","coomero01",38,2004,0.67,284.00,258.00,25.00,65.00,12.00,1.00,7.00,34.00,1.00,1.00,20.00,46.00,2.00,2.00,1.00,3.00,13.00
"Cora","Alex","coraal01",29,2004,0.81,486.00,441.00,47.00,112.00,22.00,4.00,7.00,40.00,5.00,2.00,29.00,62.00,4.00,9.00,5.00,2.00,9.00
"Cordero","Wil","cordewi01",33,2004,0.77,464.00,412.00,53.00,110.00,23.00,1.00,13.00,59.00,3.00,1.00,42.00,79.00,3.00,5.00,1.00,4.00,11.00
"Cordova","Marty","cordoma01",35,2004,0.75,271.00,244.00,32.00,65.00,12.00,1.00,10.00,35.00,1.00,2.00,22.00,51.00,1.00,3.00,1.00,1.00,7.00
"Cota","Humberto","cotahu01",25,2004,0.13,210.00,188.00,25.00,52.00,10.00,1.00,5.00,23.00,3.00,1.00,18.00,36.00,2.00,2.00,1.00,1.00,4.00
"Counsell","Craig","counscr01",34,2004,0.82,424.00,372.00,53.00,97.00,16.00,2.00,4.00,36.00,7.00,4.00,43.00,51.00,2.00,2.00,4.00,3.00,7.00
"Cox","Steve","coxst01",30,2004,0.75,263.00,235.00,28.00,61.00,13.00,1.00,7.00,32.00,2.00,1.00,22.00,46.00,1.00,4.00,0.00,2.00,6.00
"Crawford","Carl","crawfca02",23,2004,0.79,558.00,520.00,66.00,149.00,20.00,8.00,7.00,55.00,33.00,7.00,28.00,83.00,3.00,3.00,4.00,3.00,5.00
"Crede","Joe","credejo01",26,2004,0.76,511.00,469.00,62.00,128.00,26.00,2.00,18.00,69.00,3.00,2.00,31.00,74.00,1.00,5.00,2.00,4.00,9.00
"Crespo","Cesar","crespce01",25,2004,0.36,203.00,178.00,28.00,45.00,9.00,1.00,5.00,20.00,5.00,2.00,21.00,38.00,1.00,1.00,2.00,1.00,3.00
"Crespo","Felipe","crespfe01",31,2004,0.24,200.00,177.00,22.00,44.00,9.00,1.00,6.00,24.00,2.00,1.00,17.00,37.00,1.00,2.00,1.00,3.00,4.00
"Crisp","Coco","crispco01",25,2004,0.70,438.00,399.00,55.00,109.00,19.00,5.00,6.00,35.00,12.00,6.00,29.00,56.00,2.00,1.00,6.00,3.00,5.00
"Cromer","D.T.","cromedt01",33,2004,0.14,200.00,179.00,24.00,48.00,9.00,1.00,7.00,25.00,2.00,1.00,16.00,36.00,1.00,2.00,1.00,2.00,4.00
"Cromer","Tripp","crometr01",37,2004,0.02,202.00,181.00,24.00,47.00,9.00,2.00,6.00,24.00,3.00,1.00,17.00,32.00,1.00,2.00,1.00,1.00,4.00
"Crosby","Bobby","crosbbo01",24,2004,0.06,207.00,184.00,26.00,48.00,10.00,1.00,6.00,24.00,3.00,1.00,18.00,34.00,1.00,3.00,1.00,1.00,4.00
"Crosby","Bubba","crosbbu01",28,2004,0.05,206.00,185.00,25.00,48.00,9.00,1.00,6.00,24.00,3.00,1.00,17.00,33.00,1.00,2.00,1.00,1.00,4.00
"Cruz","Deivi","cruzde01",32,2004,0.84,541.00,509.00,55.00,130.00,27.00,2.00,11.00,58.00,3.00,2.00,22.00,57.00,1.00,3.00,4.00,3.00,15.00
"Cruz","Enrique","cruzen01",23,2004,0.24,238.00,214.00,28.00,49.00,10.00,1.00,5.00,24.00,3.00,1.00,19.00,50.00,1.00,3.00,1.00,1.00,5.00
"Cruz","Ivan","cruziv01",36,2004,0.05,202.00,181.00,25.00,48.00,9.00,1.00,6.00,24.00,3.00,1.00,17.00,33.00,1.00,2.00,1.00,1.00,4.00
"Cruz","Jacob","cruzja01",31,2004,0.44,211.00,184.00,25.00,47.00,8.00,1.00,5.00,22.00,3.00,2.00,20.00,41.00,1.00,4.00,1.00,2.00,5.00
"Cruz Jr.","Jose","cruzjo02",30,2004,0.86,577.00,505.00,78.00,130.00,28.00,3.00,21.00,70.00,11.00,4.00,65.00,110.00,4.00,1.00,2.00,4.00,10.00
"Cuddyer","Mike","cuddymi01",25,2004,0.48,269.00,241.00,32.00,64.00,11.00,3.00,8.00,28.00,4.00,1.00,24.00,48.00,1.00,2.00,1.00,1.00,8.00
"Cummings","Midre","cummimi01",33,2004,0.05,200.00,179.00,24.00,48.00,9.00,1.00,5.00,23.00,3.00,1.00,16.00,32.00,1.00,2.00,1.00,2.00,5.00
"Curtis","Chad","curtich01",36,2004,0.25,200.00,178.00,27.00,46.00,8.00,1.00,5.00,21.00,4.00,1.00,18.00,32.00,1.00,2.00,1.00,1.00,4.00
"Cust","Jack","custja01",25,2004,0.38,250.00,218.00,29.00,57.00,13.00,1.00,8.00,30.00,2.00,1.00,27.00,56.00,1.00,2.00,1.00,2.00,5.00
"Damon","Johnny","damonjo01",31,2004,0.88,615.00,547.00,93.00,148.00,29.00,6.00,11.00,56.00,22.00,6.00,56.00,66.00,3.00,4.00,4.00,4.00,6.00
"Darr","Mike","darrmi02",28,2004,0.45,200.00,177.00,24.00,48.00,9.00,1.00,4.00,22.00,3.00,1.00,20.00,36.00,2.00,1.00,1.00,1.00,5.00
"Daubach","Brian","daubabr01",32,2004,0.79,360.00,313.00,43.00,81.00,18.00,1.00,13.00,48.00,2.00,1.00,39.00,80.00,3.00,4.00,1.00,3.00,7.00
"Davanon","Jeff","davanje02",31,2004,0.66,394.00,346.00,51.00,91.00,17.00,2.00,12.00,44.00,12.00,4.00,39.00,66.00,1.00,2.00,3.00,4.00,7.00
"Davis","Ben","davisbe01",27,2004,0.77,360.00,320.00,38.00,81.00,18.00,1.00,9.00,49.00,2.00,1.00,33.00,72.00,3.00,2.00,1.00,4.00,8.00
"Davis","Eric","daviser01",42,2004,0.30,200.00,180.00,22.00,43.00,9.00,2.00,5.00,23.00,2.00,1.00,16.00,36.00,1.00,2.00,1.00,1.00,5.00
"Davis","J.J.","davisjj01",26,2004,0.16,220.00,196.00,25.00,51.00,9.00,1.00,6.00,25.00,3.00,2.00,19.00,41.00,1.00,3.00,1.00,1.00,4.00
"Davis","Russ","davisru01",35,2004,0.32,200.00,178.00,22.00,46.00,11.00,1.00,6.00,21.00,2.00,1.00,17.00,38.00,2.00,2.00,1.00,2.00,5.00
"Dawkins","Travis","dawkitr01",25,2004,0.16,207.00,182.00,23.00,46.00,10.00,1.00,5.00,21.00,4.00,2.00,20.00,40.00,1.00,2.00,2.00,1.00,4.00
"DeHaan","Kory","dehaako01",28,2004,0.04,201.00,180.00,25.00,47.00,9.00,1.00,6.00,23.00,3.00,1.00,17.00,34.00,1.00,2.00,1.00,1.00,4.00
"DeJesus","David","dejesda01",25,2004,0.04,205.00,181.00,25.00,50.00,10.00,2.00,6.00,24.00,3.00,1.00,18.00,32.00,1.00,3.00,2.00,1.00,4.00
"de la Rosa","Tomas","delarto01",26,2004,0.00,200.00,178.00,25.00,48.00,10.00,1.00,6.00,24.00,3.00,1.00,18.00,31.00,1.00,2.00,1.00,1.00,4.00
"Delgado","Carlos","delgaca01",32,2004,0.87,615.00,506.00,95.00,143.00,31.00,1.00,32.00,105.00,2.00,0.00,90.00,116.00,16.00,14.00,0.00,5.00,9.00
"Delgado","Wilson","delgawi01",32,2004,0.42,272.00,245.00,29.00,60.00,11.00,1.00,6.00,26.00,2.00,1.00,22.00,44.00,1.00,2.00,1.00,2.00,7.00
"Dellucci","David","delluda01",31,2004,0.71,350.00,310.00,41.00,78.00,16.00,3.00,9.00,41.00,7.00,2.00,33.00,71.00,4.00,4.00,1.00,2.00,8.00
"DePastino","Joe","depasjo01",31,2004,0.01,201.00,180.00,25.00,47.00,10.00,1.00,6.00,24.00,3.00,1.00,17.00,33.00,1.00,2.00,1.00,1.00,4.00
"DeRosa","Mark","derosma01",29,2004,0.71,367.00,332.00,47.00,92.00,17.00,1.00,8.00,36.00,3.00,2.00,24.00,52.00,3.00,6.00,2.00,3.00,8.00
"DeShields","Delino","deshide01",35,2004,0.62,217.00,187.00,27.00,44.00,9.00,2.00,4.00,20.00,8.00,1.00,25.00,39.00,1.00,1.00,3.00,1.00,3.00
"Diaz","Einar","diazei01",32,2004,0.79,416.00,379.00,42.00,95.00,22.00,1.00,5.00,39.00,2.00,2.00,19.00,42.00,1.00,10.00,5.00,3.00,12.00
"Diaz","Juan","diazju01",30,2004,0.03,201.00,179.00,26.00,48.00,10.00,1.00,6.00,25.00,3.00,1.00,18.00,33.00,1.00,2.00,1.00,1.00,4.00
"Diaz","Matt","diazma02",26,2004,0.04,205.00,183.00,27.00,49.00,10.00,1.00,6.00,24.00,3.00,1.00,18.00,33.00,1.00,2.00,1.00,1.00,4.00
"Difelice","Mike","difelmi01",35,2004,0.66,322.00,291.00,36.00,69.00,17.00,1.00,6.00,33.00,2.00,1.00,21.00,59.00,2.00,4.00,3.00,3.00,7.00
"Donnels","Chris","donnech01",38,2004,0.36,209.00,185.00,21.00,44.00,9.00,1.00,6.00,25.00,2.00,1.00,19.00,36.00,2.00,2.00,1.00,2.00,4.00
"Dransfeldt","Kelly","dranske01",29,2004,0.01,200.00,179.00,25.00,47.00,10.00,1.00,6.00,24.00,3.00,1.00,17.00,32.00,1.00,2.00,1.00,1.00,4.00
"Drew","J.D.","drewjd01",29,2004,0.80,414.00,358.00,63.00,101.00,17.00,3.00,18.00,54.00,6.00,2.00,46.00,71.00,2.00,5.00,3.00,2.00,6.00
"Ducey","Rob","duceyro01",39,2004,0.19,200.00,174.00,24.00,44.00,9.00,1.00,6.00,23.00,2.00,1.00,20.00,37.00,1.00,2.00,2.00,2.00,3.00
"Duncan","Jeff","duncaje01",26,2004,0.41,283.00,245.00,31.00,60.00,8.00,2.00,6.00,27.00,5.00,2.00,27.00,54.00,3.00,3.00,7.00,1.00,4.00
"Dunn","Adam","dunnad01",25,2004,0.83,502.00,411.00,73.00,103.00,21.00,2.00,24.00,61.00,10.00,4.00,79.00,117.00,7.00,8.00,1.00,3.00,6.00
"Dunston","Shawon","dunstsh01",41,2004,0.50,215.00,199.00,22.00,50.00,9.00,1.00,6.00,22.00,2.00,1.00,11.00,38.00,1.00,2.00,2.00,1.00,3.00
"Dunwoody","Todd","dunwoto01",29,2004,0.15,201.00,180.00,24.00,46.00,10.00,1.00,5.00,22.00,2.00,1.00,16.00,34.00,1.00,2.00,2.00,1.00,4.00
"Durazo","Erubiel","durazer01",30,2004,0.80,550.00,463.00,80.00,121.00,25.00,1.00,21.00,75.00,2.00,1.00,78.00,98.00,7.00,3.00,1.00,5.00,8.00
"Durham","Ray","durhara01",33,2004,0.85,500.00,438.00,73.00,121.00,28.00,5.00,12.00,47.00,12.00,6.00,50.00,78.00,2.00,4.00,5.00,3.00,8.00
"Durrington","Trent","durritr01",29,2004,0.07,208.00,185.00,28.00,48.00,9.00,1.00,6.00,24.00,4.00,2.00,19.00,31.00,1.00,2.00,1.00,1.00,4.00
"Dye","Jermaine","dyeje01",30,2004,0.82,382.00,338.00,49.00,84.00,16.00,1.00,13.00,52.00,3.00,1.00,34.00,65.00,2.00,5.00,1.00,4.00,9.00
"Easley","Damion","easleda01",35,2004,0.77,290.00,260.00,30.00,61.00,12.00,2.00,6.00,28.00,3.00,2.00,21.00,41.00,2.00,5.00,2.00,2.00,5.00
"Echevarria","Angel","echevan01",33,2004,0.42,211.00,188.00,24.00,51.00,12.00,1.00,6.00,27.00,2.00,1.00,16.00,35.00,1.00,3.00,1.00,3.00,5.00
"Eckstein","David","eckstda01",29,2004,0.86,529.00,463.00,69.00,128.00,21.00,3.00,6.00,42.00,15.00,5.00,36.00,47.00,1.00,16.00,10.00,4.00,8.00
"Edmonds","Jim","edmonji01",34,2004,0.85,523.00,441.00,82.00,126.00,30.00,2.00,28.00,81.00,3.00,3.00,71.00,115.00,8.00,5.00,1.00,5.00,9.00
"Edwards","Mike","edwarmi02",28,2004,0.02,203.00,180.00,25.00,48.00,10.00,1.00,6.00,24.00,3.00,1.00,19.00,32.00,1.00,2.00,1.00,1.00,4.00
"Ellison","Jason","ellisja01",26,2004,0.04,205.00,184.00,26.00,49.00,10.00,1.00,6.00,24.00,3.00,1.00,17.00,32.00,1.00,2.00,1.00,1.00,4.00
"Ellis","Mark","ellisma01",27,2004,0.80,551.00,484.00,73.00,127.00,26.00,4.00,10.00,51.00,6.00,2.00,49.00,80.00,3.00,6.00,8.00,4.00,7.00
"Encarnacion","Juan","encarju01",28,2004,0.86,591.00,539.00,72.00,144.00,28.00,5.00,18.00,79.00,15.00,6.00,38.00,92.00,1.00,5.00,4.00,5.00,15.00
"Encarnacion","Mario","encarma01",29,2004,0.16,201.00,179.00,22.00,46.00,8.00,1.00,5.00,21.00,3.00,1.00,18.00,34.00,1.00,2.00,1.00,1.00,5.00
"Ensberg","Morgan","ensbemo01",29,2004,0.70,436.00,383.00,60.00,106.00,17.00,2.00,19.00,57.00,6.00,2.00,45.00,64.00,1.00,6.00,1.00,1.00,12.00
"Erstad","Darin","erstada01",30,2004,0.84,408.00,372.00,54.00,100.00,17.00,2.00,7.00,39.00,11.00,3.00,27.00,54.00,3.00,4.00,2.00,3.00,7.00
"Escalona","Felix","escalfe01",25,2004,0.41,232.00,209.00,27.00,53.00,12.00,2.00,4.00,22.00,6.00,2.00,15.00,44.00,1.00,5.00,2.00,1.00,4.00
"Escobar","Alex","escobal01",26,2004,0.37,254.00,229.00,33.00,61.00,10.00,1.00,9.00,32.00,3.00,1.00,20.00,54.00,2.00,2.00,1.00,2.00,4.00
"Estalella","Bobby","estalbo02",30,2004,0.58,296.00,258.00,35.00,59.00,14.00,1.00,11.00,39.00,3.00,1.00,30.00,70.00,1.00,2.00,2.00,4.00,6.00
"Estrada","Johnny","estrajo01",28,2004,0.51,221.00,199.00,22.00,50.00,10.00,1.00,5.00,25.00,2.00,1.00,15.00,27.00,3.00,4.00,1.00,2.00,7.00
"Eusebio","Tony","eusebto01",37,2004,0.30,200.00,178.00,22.00,46.00,9.00,1.00,5.00,21.00,2.00,1.00,18.00,34.00,2.00,2.00,1.00,1.00,4.00
"Everett","Adam","everead01",27,2004,0.68,428.00,378.00,52.00,97.00,18.00,2.00,8.00,47.00,8.00,1.00,33.00,67.00,5.00,7.00,8.00,2.00,7.00
"Everett","Carl","evereca01",33,2004,0.83,543.00,484.00,73.00,131.00,24.00,2.00,21.00,76.00,6.00,3.00,43.00,92.00,5.00,11.00,2.00,3.00,7.00
"Fabregas","Jorge","fabrejo01",34,2004,0.49,217.00,198.00,21.00,45.00,8.00,1.00,5.00,26.00,2.00,1.00,13.00,27.00,1.00,1.00,2.00,3.00,6.00
"Fasano","Sal","fasansa01",33,2004,0.20,200.00,178.00,25.00,45.00,10.00,1.00,6.00,22.00,2.00,1.00,16.00,38.00,1.00,3.00,2.00,1.00,5.00
"Febles","Carlos","febleca01",28,2004,0.75,350.00,311.00,45.00,78.00,13.00,2.00,5.00,27.00,9.00,3.00,29.00,54.00,1.00,5.00,4.00,1.00,9.00
"Feliz","Pedro","felizpe01",29,2004,0.68,340.00,314.00,39.00,79.00,13.00,3.00,13.00,45.00,3.00,2.00,19.00,63.00,2.00,2.00,2.00,3.00,8.00
"Fernandez","Jose","fernajo01",30,2004,0.06,200.00,179.00,24.00,46.00,9.00,1.00,5.00,22.00,3.00,2.00,17.00,34.00,1.00,2.00,1.00,1.00,4.00
"Fernandez","Tony","fernato01",42,2004,0.25,200.00,181.00,22.00,47.00,8.00,1.00,5.00,22.00,2.00,2.00,15.00,31.00,1.00,2.00,1.00,1.00,4.00
"Fick","Robert","fickro01",30,2004,0.84,491.00,441.00,58.00,119.00,27.00,2.00,14.00,66.00,1.00,1.00,41.00,64.00,3.00,4.00,0.00,5.00,11.00
"Figgins","Chone","figgich01",26,2004,0.54,336.00,298.00,45.00,86.00,14.00,3.00,5.00,37.00,12.00,6.00,27.00,51.00,1.00,2.00,5.00,4.00,4.00
"Figueroa","Luis","figuelu01",30,2004,0.00,200.00,179.00,25.00,47.00,10.00,1.00,6.00,24.00,3.00,1.00,17.00,32.00,1.00,2.00,1.00,1.00,4.00
"Finley","Steve","finlest01",39,2004,0.85,549.00,489.00,72.00,134.00,24.00,6.00,19.00,71.00,12.00,5.00,52.00,80.00,5.00,4.00,1.00,3.00,8.00
"Flaherty","John","flahejo01",37,2004,0.68,288.00,264.00,30.00,67.00,17.00,1.00,6.00,32.00,2.00,1.00,16.00,45.00,1.00,2.00,4.00,2.00,8.00
"Fletcher","Darrin","fletcda01",38,2004,0.61,214.00,195.00,19.00,46.00,10.00,0.00,5.00,27.00,1.00,1.00,13.00,26.00,1.00,2.00,1.00,3.00,7.00
"Flores","Jose","florejo01",31,2004,0.02,200.00,177.00,26.00,47.00,9.00,1.00,6.00,23.00,3.00,2.00,18.00,32.00,1.00,3.00,1.00,1.00,4.00
"Floyd","Cliff","floydcl01",32,2004,0.84,473.00,412.00,71.00,120.00,30.00,2.00,20.00,68.00,8.00,2.00,51.00,76.00,9.00,6.00,0.00,4.00,8.00
"Forbes","P.J.","forbepj01",37,2004,0.02,200.00,179.00,24.00,47.00,9.00,1.00,5.00,23.00,3.00,1.00,17.00,33.00,1.00,2.00,1.00,1.00,4.00
"Ford","Lew","fordle01",28,2004,0.26,242.00,214.00,35.00,61.00,14.00,2.00,7.00,33.00,4.00,1.00,22.00,35.00,1.00,3.00,2.00,1.00,4.00
"Fordyce","Brook","fordybr01",34,2004,0.74,403.00,366.00,35.00,92.00,18.00,1.00,7.00,33.00,3.00,2.00,26.00,57.00,1.00,4.00,5.00,2.00,10.00
"Fox","Andy","foxan01",33,2004,0.71,310.00,272.00,34.00,66.00,10.00,3.00,4.00,28.00,10.00,3.00,28.00,57.00,3.00,6.00,2.00,2.00,6.00
"Franco","Julio","francju01",46,2004,0.71,350.00,312.00,43.00,84.00,15.00,2.00,7.00,36.00,3.00,1.00,33.00,67.00,4.00,2.00,1.00,2.00,11.00
"Franco","Matt","francma01",35,2004,0.58,297.00,266.00,31.00,73.00,15.00,2.00,7.00,35.00,2.00,1.00,27.00,47.00,2.00,1.00,1.00,2.00,7.00
"Freel","Ryan","freelry01",28,2004,0.41,276.00,246.00,37.00,68.00,12.00,2.00,7.00,29.00,9.00,4.00,21.00,36.00,2.00,5.00,2.00,2.00,5.00
"Frye","Jeff","fryeje01",38,2004,0.33,200.00,180.00,24.00,45.00,8.00,1.00,4.00,20.00,2.00,1.00,15.00,28.00,1.00,2.00,2.00,1.00,4.00
"Fryman","Travis","frymatr01",35,2004,0.70,244.00,220.00,25.00,53.00,9.00,1.00,5.00,28.00,1.00,1.00,21.00,42.00,1.00,2.00,0.00,1.00,6.00
"Fullmer","Brad","fullmbr01",29,2004,0.80,365.00,327.00,50.00,93.00,20.00,3.00,13.00,49.00,5.00,2.00,29.00,47.00,4.00,6.00,0.00,3.00,7.00
"Furcal","Rafael","furcara01",27,2004,0.86,636.00,577.00,96.00,165.00,31.00,7.00,11.00,54.00,22.00,6.00,47.00,85.00,2.00,3.00,5.00,4.00,6.00
"Galarraga","Andres","galaran01",43,2004,0.78,380.00,344.00,41.00,89.00,18.00,1.00,12.00,49.00,2.00,3.00,28.00,85.00,3.00,6.00,0.00,2.00,10.00
"Gant","Ron","gantro01",39,2004,0.68,257.00,228.00,37.00,56.00,10.00,1.00,9.00,34.00,3.00,2.00,24.00,50.00,1.00,1.00,1.00,3.00,4.00
"Garcia","Danny","garcida03",24,2004,0.21,232.00,206.00,28.00,55.00,11.00,1.00,7.00,27.00,3.00,1.00,18.00,37.00,1.00,4.00,2.00,2.00,5.00
"Garcia","Jesse","garcije01",31,2004,0.21,211.00,193.00,30.00,50.00,9.00,2.00,5.00,24.00,5.00,3.00,14.00,36.00,1.00,2.00,1.00,1.00,4.00
"Garcia","Karim","garcika01",29,2004,0.66,352.00,325.00,42.00,90.00,13.00,1.00,17.00,56.00,2.00,3.00,21.00,65.00,2.00,2.00,1.00,3.00,9.00
"Garcia","Luis","garcilu02",29,2004,0.01,200.00,179.00,25.00,48.00,10.00,1.00,6.00,24.00,3.00,1.00,17.00,32.00,1.00,2.00,1.00,1.00,4.00
"Garciaparra","Nomar","garcino01",31,2004,0.85,629.00,574.00,96.00,171.00,38.00,7.00,23.00,94.00,10.00,3.00,38.00,62.00,2.00,8.00,1.00,8.00,12.00
"German","Esteban","germaes01",26,2004,0.13,206.00,184.00,25.00,49.00,9.00,1.00,5.00,23.00,3.00,1.00,18.00,35.00,1.00,2.00,1.00,1.00,4.00
"Gerut","Jody","gerutjo01",27,2004,0.69,462.00,419.00,59.00,117.00,27.00,2.00,18.00,63.00,5.00,4.00,34.00,65.00,4.00,6.00,1.00,2.00,11.00
"Giambi","Jason","giambja01",33,2004,0.87,614.00,495.00,93.00,142.00,30.00,1.00,33.00,99.00,3.00,1.00,100.00,103.00,9.00,14.00,0.00,5.00,13.00
"Giambi","Jeremy","giambje01",30,2004,0.75,318.00,265.00,42.00,68.00,15.00,0.00,11.00,37.00,1.00,1.00,47.00,65.00,1.00,3.00,2.00,1.00,7.00
"Gibbons","Jay","gibboja01",27,2004,0.84,595.00,540.00,74.00,144.00,32.00,2.00,25.00,83.00,2.00,2.00,46.00,79.00,6.00,4.00,1.00,4.00,11.00
"Gil","Benji","gilbe01",32,2004,0.63,281.00,257.00,30.00,67.00,14.00,2.00,6.00,33.00,5.00,2.00,16.00,56.00,1.00,1.00,4.00,3.00,6.00
"Giles","Brian","gilesbr02",33,2004,0.86,569.00,468.00,86.00,137.00,31.00,5.00,25.00,82.00,8.00,4.00,91.00,63.00,13.00,6.00,0.00,4.00,10.00
"Giles","Marcus","gilesma01",26,2004,0.81,542.00,474.00,78.00,139.00,33.00,2.00,18.00,60.00,8.00,4.00,52.00,74.00,3.00,7.00,6.00,3.00,9.00
"Gil","Geronimo","gilge01",29,2004,0.71,338.00,310.00,33.00,77.00,13.00,0.00,8.00,35.00,2.00,1.00,21.00,59.00,1.00,3.00,3.00,1.00,9.00
"Gilkey","Bernard","gilkebe01",38,2004,0.23,200.00,178.00,22.00,47.00,9.00,1.00,5.00,23.00,2.00,1.00,17.00,37.00,1.00,2.00,1.00,2.00,5.00
"Ginter","Keith","ginteke01",28,2004,0.67,417.00,360.00,50.00,94.00,19.00,2.00,12.00,45.00,3.00,1.00,41.00,77.00,2.00,12.00,1.00,3.00,7.00
"Gipson","Charles","gipsoch01",32,2004,0.34,214.00,189.00,35.00,48.00,10.00,2.00,4.00,23.00,5.00,2.00,18.00,37.00,1.00,3.00,3.00,1.00,5.00
"Girardi","Joe","girarjo01",40,2004,0.61,239.00,216.00,22.00,51.00,10.00,1.00,3.00,20.00,2.00,1.00,18.00,39.00,2.00,1.00,3.00,1.00,7.00
"Glanville","Doug","glanvdo01",34,2004,0.81,375.00,348.00,40.00,89.00,13.00,2.00,7.00,29.00,10.00,2.00,17.00,49.00,2.00,2.00,5.00,3.00,5.00
"Glaus","Troy","glaustr01",28,2004,0.85,451.00,386.00,65.00,98.00,20.00,2.00,21.00,67.00,7.00,2.00,58.00,90.00,4.00,3.00,0.00,4.00,9.00
"Glavine","Mike","glavimi01",31,2004,0.03,204.00,183.00,25.00,48.00,9.00,1.00,6.00,23.00,3.00,1.00,17.00,33.00,1.00,2.00,1.00,1.00,4.00
"Gload","Ross","gloadro01",28,2004,0.10,203.00,181.00,25.00,49.00,9.00,1.00,6.00,24.00,3.00,1.00,18.00,33.00,1.00,2.00,1.00,1.00,4.00
"Gomes","Jonny","gomesjo01",24,2004,0.06,208.00,186.00,26.00,50.00,10.00,1.00,6.00,24.00,3.00,1.00,17.00,35.00,1.00,3.00,1.00,1.00,4.00
"Gomez","Alexis","gomezal01",26,2004,0.03,201.00,180.00,25.00,49.00,10.00,1.00,6.00,24.00,3.00,1.00,17.00,32.00,1.00,2.00,1.00,1.00,4.00
"Gomez","Chris","gomezch02",33,2004,0.77,342.00,314.00,36.00,82.00,19.00,2.00,7.00,35.00,3.00,2.00,18.00,40.00,1.00,3.00,4.00,3.00,9.00
"Gonzalez","Alex","gonzaal01",31,2004,0.86,557.00,501.00,63.00,122.00,28.00,3.00,16.00,59.00,6.00,4.00,42.00,115.00,3.00,5.00,5.00,4.00,13.00
"Gonzalez","Alex","gonzaal02",27,2004,0.81,508.00,459.00,51.00,118.00,28.00,3.00,12.00,59.00,3.00,3.00,32.00,89.00,7.00,10.00,3.00,4.00,9.00
"Gonzalez","Juan","gonzaju03",35,2004,0.80,403.00,371.00,56.00,108.00,22.00,1.00,19.00,71.00,2.00,1.00,24.00,72.00,2.00,4.00,0.00,4.00,12.00
"Gonzalez","Luis","gonzalu01",37,2004,0.87,603.00,514.00,86.00,150.00,30.00,4.00,28.00,95.00,5.00,2.00,79.00,70.00,12.00,6.00,0.00,4.00,14.00
"Gonzalez","Raul","gonzara01",31,2004,0.59,334.00,299.00,39.00,74.00,15.00,2.00,6.00,34.00,5.00,2.00,30.00,53.00,2.00,2.00,1.00,2.00,9.00
"Gonzalez","Wiki","gonzawi01",30,2004,0.58,256.00,226.00,24.00,56.00,12.00,1.00,6.00,32.00,2.00,1.00,24.00,38.00,2.00,3.00,1.00,2.00,8.00
"Goodwin","Tom","goodwto01",36,2004,0.68,309.00,281.00,43.00,72.00,12.00,2.00,4.00,27.00,18.00,5.00,23.00,52.00,1.00,1.00,2.00,2.00,5.00
"Grabowski","Jason","graboja01",28,2004,0.07,206.00,183.00,26.00,48.00,10.00,2.00,6.00,24.00,3.00,1.00,19.00,35.00,1.00,2.00,1.00,1.00,4.00
"Grace","Mark","gracema01",40,2004,0.76,312.00,272.00,35.00,69.00,15.00,1.00,7.00,39.00,2.00,0.00,34.00,31.00,3.00,2.00,1.00,3.00,6.00
"Graffanino","Tony","graffto01",32,2004,0.71,366.00,325.00,54.00,86.00,18.00,3.00,9.00,37.00,6.00,1.00,31.00,54.00,2.00,3.00,4.00,3.00,4.00
"Grebeck","Craig","grebecr01",40,2004,0.10,200.00,180.00,22.00,43.00,9.00,1.00,5.00,22.00,2.00,1.00,16.00,34.00,1.00,2.00,1.00,1.00,4.00
"Greene","Khalil","greenkh01",25,2004,0.23,235.00,211.00,29.00,55.00,12.00,2.00,7.00,27.00,3.00,2.00,19.00,42.00,1.00,3.00,1.00,1.00,6.00
